year,month,day,no-voie,b/t/q,type-de-voie,voie,code-postal,type-local,surface-terrain,surface-reelle-bati,nombre-pieces-principales
2023,1,11,6,NAN,RUE,DE LA CROIX CHOLIN,22440,Maison,622.0,114.0,3
2023,1,16,2,NAN,RUE,MASSIGNON,22000,Appartement,0.0,75.0,4
2023,1,2,610,NAN,NAN,FAUTREL,22630,Maison,154.0,50.0,2
2023,1,10,8,NAN,ALL,DES LUTINS,22950,Maison,496.0,127.0,6
2023,1,13,24,NAN,RUE,DE LA ROCHE COUVERTE,22550,Maison,435.0,88.0,4
2023,1,13,24,NAN,RUE,DE LA ROCHE COUVERTE,22550,Maison,515.0,88.0,4
2023,1,17,8,NAN,CITE,DE LA VILLE REHEN,22550,Maison,792.0,89.0,5
2023,1,11,45,NAN,RUE,GRANDE RUE,22570,Maison,54.0,36.0,2
2023,1,17,15,NAN,NAN,HENT RU GWENN,22140,Maison,500.0,99.0,5
2023,1,17,15,NAN,NAN,HENT RU GWENN,22140,Maison,2413.0,99.0,5
2023,1,10,5226,NAN,NAN,BREIZ IZEL,22140,Maison,1440.0,59.0,3
2023,1,10,5226,NAN,NAN,BREIZ IZEL,22140,Maison,1440.0,134.0,4
2023,1,10,5226,NAN,NAN,BREIZ IZEL,22140,Maison,8705.0,59.0,3
2023,1,10,5226,NAN,NAN,BREIZ IZEL,22140,Maison,8705.0,134.0,4
2023,1,5,20,NAN,RUE,DU GOELO,22290,Maison,225.0,90.0,4
2023,1,12,17,NAN,RUE,DES COTRELLES,22440,Maison,663.0,82.0,3
2023,1,10,6962,NAN,NAN,GOAZOURES,22300,Maison,434.0,125.0,5
2023,1,10,6962,NAN,NAN,GOAZOURES,22300,Maison,1826.0,125.0,5
2023,1,11,12,NAN,RUE,JOLIOT CURIE,22360,Maison,142.0,90.0,4
2023,1,14,5,NAN,RUE,DES CHARMES,22950,Maison,625.0,120.0,6
2023,1,13,5103,NAN,NAN,KERJAN BRAS,22140,Maison,1175.0,106.0,4
2023,1,12,40,NAN,NAN,KERMILIN,22170,Maison,970.0,66.0,2
2023,1,17,6,NAN,NAN,SAINT JEAN,22390,Maison,1000.0,50.0,3
2023,1,13,24,NAN,RUE,DU CHAMP MORO,22440,Maison,427.0,101.0,4
2023,1,14,64,NAN,RUE,DOCTEUR LAVERGNE,22400,Maison,530.0,107.0,7
2023,1,16,48,NAN,RUE,BEAUMANOIR,22100,Maison,136.0,210.0,7
2023,1,16,48,NAN,RUE,BEAUMANOIR,22100,Maison,822.0,210.0,7
2023,1,16,2,NAN,RUE,DE L'IC,22410,Maison,987.0,79.0,4
2023,1,17,22,NAN,RUE,DES COTIERES,22130,Appartement,0.0,59.0,3
2023,1,12,1,NAN,RUE,DU BOCAGE,22410,Maison,974.0,81.0,4
2023,1,2,1,NAN,NAN,KERMARIA,22140,Maison,540.0,40.0,2
2023,1,6,6,B,RUE,GEORGES CLEMENCEAU,22580,Maison,429.0,70.0,2
2023,1,6,9,NAN,RUE,STRAED ALAIN LE NERRANT,22580,Maison,20.0,38.0,2
2023,1,12,2,NAN,RUE,ST YVES,22140,Maison,789.0,71.0,3
2023,1,12,2,NAN,RUE,ST YVES,22140,Maison,500.0,71.0,3
2023,1,10,21,NAN,COTE,DES VIOLETTES,22190,Appartement,0.0,40.0,2
2023,1,13,16,NAN,RUE,DE LA SCIERIE,22130,Maison,523.0,118.0,4
2023,1,6,1,NAN,IMP,DU PONT CUNUDER,22810,Maison,104.0,90.0,4
2023,1,4,10,NAN,RUE,KREIZ AR PARK,22700,Maison,665.0,125.0,3
2023,1,12,13,NAN,RUE,DE PENTHIEVRE,22640,Maison,708.0,91.0,4
2023,1,19,5174,NAN,NAN,LE POURPRY,22320,Maison,480.0,124.0,5
2023,1,9,3,NAN,NAN,KERTANGUY,22480,Maison,1172.0,135.0,5
2023,1,3,3,NAN,AV,CORNEILLE,22000,Appartement,0.0,97.0,6
2023,1,4,3,NAN,RUE,DES ERABLES,22400,Maison,604.0,65.0,3
2023,1,10,10,NAN,NAN,QUAI DES GOEMONIERS,22450,Maison,140.0,140.0,5
2023,1,6,6,NAN,NAN,KERMARK,22160,Maison,1460.0,115.0,3
2023,1,16,7,NAN,RUE,DU FREMUR,22490,Maison,146.0,68.0,3
2023,1,4,7,NAN,NAN,DOSSEN,22450,Maison,114.0,56.0,1
2023,1,6,7,NAN,RUE,CHATEAUBRIAND,22800,Maison,540.0,107.0,6
2023,1,11,33,NAN,RUE,DU TUMULUS,22390,Maison,1145.0,96.0,3
2023,1,5,1,NAN,RUE,DU VAUCLAIR,22370,Appartement,4.0,47.0,1
2023,1,5,1,NAN,RUE,DU VAUCLAIR,22370,Appartement,741.0,47.0,1
2023,1,5,7,NAN,RUE,DU MARECHAL FOCH,22370,Maison,214.0,128.0,6
2023,1,6,5520,NAN,NAN,KERVEGANT,22700,Maison,1867.0,118.0,4
2023,1,12,9,NAN,PL,FRANCOIS GICQUEL,22940,Appartement,453.0,150.0,6
2023,1,9,98,NAN,RUE,DES ROCHETTES,22940,Maison,267.0,80.0,3
2023,1,9,98,NAN,RUE,DES ROCHETTES,22940,Maison,267.0,50.0,3
2023,1,9,98,NAN,RUE,DES ROCHETTES,22940,Maison,267.0,27.0,1
2023,1,17,4,NAN,RUE,DE LA VALLEE,22980,Maison,447.0,92.0,5
2023,1,16,414,NAN,NAN,KERGOFF,22290,Maison,1598.0,168.0,6
2023,1,17,29,NAN,BD,DE LA VIEUXVILLE,22380,Maison,427.0,145.0,6
2023,1,3,5813,NAN,NAN,GUERN AN CROC H,22480,Maison,537.0,67.0,3
2023,1,13,9003,NAN,NAN,LE FOT,22300,Maison,1411.0,150.0,6
2023,1,13,9003,NAN,NAN,LE FOT,22300,Maison,600.0,150.0,6
2023,1,12,12,NAN,NAN,LE ROCHER COMMUN,22100,Maison,728.0,80.0,5
2023,1,12,33,NAN,RUE,FRANCOIS SAULNIER ST JOUAN,22520,Maison,457.0,110.0,6
2023,1,10,1,NAN,NAN,LA VILLE DES CHAMPS,22650,Maison,170.0,97.0,5
2023,1,13,8055,NAN,NAN,LA VILLEE,22490,Maison,2817.0,163.0,6
2023,1,13,8055,NAN,NAN,LA VILLEE,22490,Maison,30182.0,163.0,6
2023,1,13,8055,NAN,NAN,LA VILLEE,22490,Maison,3925.0,163.0,6
2023,1,13,8,NAN,RUE,DE STE POMPEE,22450,Maison,50.0,38.0,2
2023,1,10,4,NAN,RUE,DU POUDOUVRE,22270,Maison,102.0,90.0,3
2023,1,16,5350,NAN,RUE,DU 6 AOUT 1944,22330,Maison,213.0,84.0,3
2023,1,10,6,B,RUE,DES KAOLINS,22120,Maison,220.0,155.0,6
2023,1,19,2,NAN,BD,LAENNEC,22000,Appartement,0.0,65.0,3
2023,1,23,13,NAN,RUE,MICHEL,22100,Appartement,0.0,80.0,3
2023,1,4,9,NAN,DOM,DES PAQUERETTES,22100,Maison,601.0,100.0,5
2023,1,17,9002,NAN,ALL,DES PRES VERTS,22520,Maison,658.0,164.0,6
2023,1,17,9002,NAN,ALL,DES PRES VERTS,22520,Maison,642.0,164.0,6
2023,1,16,34,NAN,NAN,LES BROUSSETTES,22600,Maison,898.0,94.0,3
2023,1,16,34,NAN,NAN,LES BROUSSETTES,22600,Maison,200.0,94.0,3
2023,1,2,1,NAN,RUE,DES GRANDS JARDINS MAROUE,22400,Appartement,0.0,55.0,3
2023,1,9,1,NAN,NAN,LES FOURS A CHAUX-MORDREUC,22690,Maison,235.0,179.0,8
2023,1,4,4,NAN,RUE,AUGUSTIN LEGUEN,22100,Maison,227.0,66.0,3
2023,1,9,5314,NAN,NAN,LA GROMILLAIS,22130,Maison,7160.0,57.0,3
2023,1,9,5314,NAN,NAN,LA GROMILLAIS,22130,Maison,7160.0,50.0,2
2023,1,9,5314,NAN,NAN,LA GROMILLAIS,22130,Maison,7160.0,343.0,9
2023,1,9,5314,NAN,NAN,LA GROMILLAIS,22130,Maison,1140.0,50.0,2
2023,1,9,5314,NAN,NAN,LA GROMILLAIS,22130,Maison,1140.0,57.0,3
2023,1,9,5314,NAN,NAN,LA GROMILLAIS,22130,Maison,1140.0,343.0,9
2023,1,9,5314,NAN,NAN,LA GROMILLAIS,22130,Maison,9917.0,50.0,2
2023,1,9,5314,NAN,NAN,LA GROMILLAIS,22130,Maison,9917.0,57.0,3
2023,1,9,5314,NAN,NAN,LA GROMILLAIS,22130,Maison,9917.0,343.0,9
2023,1,9,5314,NAN,NAN,LA GROMILLAIS,22130,Maison,1258.0,50.0,2
2023,1,9,5314,NAN,NAN,LA GROMILLAIS,22130,Maison,1258.0,57.0,3
2023,1,9,5314,NAN,NAN,LA GROMILLAIS,22130,Maison,1258.0,343.0,9
2023,1,5,72,NAN,RUE,CHATEAUBRIAND,22100,Maison,500.0,80.0,3
2023,1,5,72,NAN,RUE,CHATEAUBRIAND,22100,Maison,1000.0,80.0,3
2023,1,13,49,NAN,RUE,DES 7 FONTAINES,22590,Maison,581.0,100.0,4
2023,1,13,49,NAN,RUE,DES 7 FONTAINES,22590,Maison,581.0,67.0,4
2023,1,13,49,NAN,RUE,DES 7 FONTAINES,22590,Maison,500.0,100.0,4
2023,1,13,49,NAN,RUE,DES 7 FONTAINES,22590,Maison,500.0,67.0,4
2023,1,6,3,NAN,PL,DE LA LIBERTE,22000,Appartement,0.0,83.0,3
2023,1,9,12,NAN,RUE,FARGANTINE,22320,Maison,700.0,112.0,5
2023,1,9,2,NAN,NAN,KERBRILLANT,22260,Maison,413.0,68.0,2
2023,1,9,2,NAN,NAN,KERBRILLANT,22260,Maison,927.0,68.0,2
2023,1,9,2,NAN,RUE,ALFRED DE VIGNY,22000,Appartement,0.0,67.0,4
